id,x_tol_m,x_dot_tol_mps,theta_tol_rad,theta_dot_tol_rps,q_theta_over_x,q_theta_dot_over_x_dot,r_scale,q,r,survival_s,max_cart_m,max_theta_deg,avg_abs_u,score,success
1900,0.7,1.5,0.35,0.7,4.0,4.591836734693879,1.1,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 2.0408163265306127]",0.11000000000000001,45.16999816894531,2.38920521736145,49.37291717529297,25.29390525817871,42.229122161865234,False
1901,0.7,1.5,0.35,0.7,4.0,4.591836734693879,1.3,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 2.0408163265306127]",0.13,9.319999694824219,2.4866490364074707,51.10700225830078,25.428646087646484,6.291676044464111,False
1902,0.7,1.5,0.35,0.7,4.0,4.591836734693879,1.5,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 2.0408163265306127]",0.15000000000000002,9.300000190734863,2.566051721572876,52.51484298706055,25.527849197387695,6.200842380523682,False
1903,0.7,1.5,0.35,0.7,4.0,4.591836734693879,1.8,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 2.0408163265306127]",0.18000000000000002,9.300000190734863,2.6600470542907715,54.12453079223633,25.629640579223633,6.118597030639648,False
1904,0.7,1.5,0.35,1.0,4.0,2.25,0.5,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 1.0]",0.05,400.0,1.9513356685638428,42.46611404418945,24.74964714050293,397.4324951171875,True
1905,0.7,1.5,0.35,1.0,4.0,2.25,0.7,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 1.0]",0.06999999999999999,115.11000061035156,2.1713504791259766,45.878257751464844,25.121118545532227,112.3531265258789,False
1906,0.7,1.5,0.35,1.0,4.0,2.25,0.9,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 1.0]",0.09000000000000001,45.16999816894531,2.3324146270751953,48.516815185546875,25.3714656829834,42.27231216430664,False
1907,0.7,1.5,0.35,1.0,4.0,2.25,1.1,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 1.0]",0.11000000000000001,9.289999961853027,2.453861951828003,50.697593688964844,25.54493522644043,6.282769680023193,False
1908,0.7,1.5,0.35,1.0,4.0,2.25,1.3,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 1.0]",0.13,9.289999961853027,2.5496246814727783,52.37725067138672,25.667804718017578,6.19760799407959,False
1909,0.7,1.5,0.35,1.0,4.0,2.25,1.5,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 1.0]",0.15000000000000002,9.289999961853027,2.6260507106781006,53.73068618774414,25.754608154296875,6.129722595214844,False
1910,0.7,1.5,0.35,1.0,4.0,2.25,1.8,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 1.0]",0.18000000000000002,9.289999961853027,2.716744899749756,55.25922393798828,25.83932113647461,6.051262855529785,False
1911,0.7,1.5,0.35,1.4,4.0,1.1479591836734697,0.5,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 0.5102040816326532]",0.05,400.0,1.9942817687988281,43.61362838745117,24.894102096557617,397.3837585449219,True
1912,0.7,1.5,0.35,1.4,4.0,1.1479591836734697,0.7,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 0.5102040816326532]",0.06999999999999999,79.22000122070312,2.204819679260254,46.665409088134766,25.26139259338379,76.42643737792969,False
1913,0.7,1.5,0.35,1.4,4.0,1.1479591836734697,0.9,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 0.5102040816326532]",0.09000000000000001,9.289999961853027,2.3655576705932617,49.20977020263672,25.505765914916992,6.357853412628174,False
1914,0.7,1.5,0.35,1.4,4.0,1.1479591836734697,1.1,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 0.5102040816326532]",0.11000000000000001,9.279999732971191,2.4859066009521484,51.353004455566406,25.67245101928711,6.239812850952148,False
1915,0.7,1.5,0.35,1.4,4.0,1.1479591836734697,1.3,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 0.5102040816326532]",0.13,9.279999732971191,2.5807883739471436,53.0041618347168,25.788490295410156,6.155867576599121,False
1916,0.7,1.5,0.35,1.4,4.0,1.1479591836734697,1.5,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 0.5102040816326532]",0.15000000000000002,9.279999732971191,2.655655860900879,54.32950973510742,25.86842155456543,6.089529037475586,False
1917,0.7,1.5,0.35,1.4,4.0,1.1479591836734697,1.8,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 0.5102040816326532]",0.18000000000000002,7.820000171661377,2.744633436203003,55.81634521484375,25.94379234313965,4.553042888641357,False
1918,0.7,1.5,0.35,2.0,4.0,0.5625,0.5,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 0.25]",0.05,400.0,2.019233226776123,44.255126953125,24.97493553161621,397.3560485839844,True
1919,0.7,1.5,0.35,2.0,4.0,0.5625,0.7,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 0.25]",0.06999999999999999,45.189998626708984,2.2230517864227295,47.220706939697266,25.339582443237305,42.37386703491211,False
1920,0.7,1.5,0.35,2.0,4.0,0.5625,0.9,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 0.25]",0.09000000000000001,9.279999732971191,2.3836305141448975,49.62211227416992,25.580394744873047,6.3283305168151855,False
1921,0.7,1.5,0.35,2.0,4.0,0.5625,1.1,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 0.25]",0.11000000000000001,9.279999732971191,2.503373146057129,51.70993423461914,25.742956161499023,6.221825122833252,False
1922,0.7,1.5,0.35,2.0,4.0,0.5625,1.3,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 0.25]",0.13,9.279999732971191,2.5977659225463867,53.34520721435547,25.854854583740234,6.138566970825195,False
1923,0.7,1.5,0.35,2.0,4.0,0.5625,1.5,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 0.25]",0.15000000000000002,9.279999732971191,2.6717581748962402,54.65496063232422,25.93075180053711,6.073098659515381,False
1924,0.7,1.5,0.35,2.0,4.0,0.5625,1.8,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 0.25]",0.18000000000000002,7.820000171661377,2.7597763538360596,56.118629455566406,26.000812530517578,4.537714958190918,False
1925,0.7,1.5,0.35,2.8,4.0,0.28698979591836743,0.5,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 0.1275510204081633]",0.05,400.0,2.0312376022338867,44.56513977050781,25.01407241821289,397.3426513671875,True
1926,0.7,1.5,0.35,2.8,4.0,0.28698979591836743,0.7,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 0.1275510204081633]",0.06999999999999999,45.18000030517578,2.231740951538086,47.507171630859375,25.377174377441406,42.3526725769043,False
1927,0.7,1.5,0.35,2.8,4.0,0.28698979591836743,0.9,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 0.1275510204081633]",0.09000000000000001,9.279999732971191,2.3922536373138428,49.818904876708984,25.616289138793945,6.319005966186523,False
1928,0.7,1.5,0.35,2.8,4.0,0.28698979591836743,1.1,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 0.1275510204081633]",0.11000000000000001,9.279999732971191,2.5117011070251465,51.88004684448242,25.776710510253906,6.213246822357178,False
1929,0.7,1.5,0.35,2.8,4.0,0.28698979591836743,1.3,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 0.1275510204081633]",0.13,9.270000457763672,2.6058576107025146,53.50764083862305,25.886587142944336,6.120321273803711,False
1930,0.7,1.5,0.35,2.8,4.0,0.28698979591836743,1.5,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 0.1275510204081633]",0.15000000000000002,9.279999732971191,2.6794300079345703,54.80990219116211,25.960575103759766,6.065269470214844,False
1931,0.7,1.5,0.35,2.8,4.0,0.28698979591836743,1.8,"[2.0408163265306127, 0.4444444444444444, 8.163265306122451, 0.1275510204081633]",0.18000000000000002,7.809999942779541,2.7669897079467773,56.26246643066406,26.028114318847656,4.520412445068359,False
1932,0.7,1.5,0.42,0.5,2.7777777777777772,9.0,0.5,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 4.0]",0.05,400.0,1.7840042114257812,38.013790130615234,24.068315505981445,397.62567138671875,True
1933,0.7,1.5,0.42,0.5,2.7777777777777772,9.0,0.7,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 4.0]",0.06999999999999999,400.0,2.001289129257202,41.94701385498047,24.44025993347168,397.4272155761719,True
1934,0.7,1.5,0.42,0.5,2.7777777777777772,9.0,0.9,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 4.0]",0.09000000000000001,400.0,2.1620779037475586,44.99357986450195,24.708675384521484,397.27783203125,True
1935,0.7,1.5,0.42,0.5,2.7777777777777772,9.0,1.1,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 4.0]",0.11000000000000001,67.70999908447266,2.2884058952331543,47.2802619934082,24.906797409057617,64.87298583984375,False
1936,0.7,1.5,0.42,0.5,2.7777777777777772,9.0,1.3,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 4.0]",0.13,45.18000030517578,2.388179302215576,49.09123229980469,25.056486129760742,42.25239562988281,False
1937,0.7,1.5,0.42,0.5,2.7777777777777772,9.0,1.5,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 4.0]",0.15000000000000002,45.16999816894531,2.4715137481689453,50.5752067565918,25.17087745666504,42.16761016845703,False
1938,0.7,1.5,0.42,0.5,2.7777777777777772,9.0,1.8,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 4.0]",0.18000000000000002,10.279999732971191,2.570037364959717,52.34822463989258,25.295692443847656,7.189145565032959,False
1939,0.7,1.5,0.42,0.7,2.7777777777777772,4.591836734693879,0.5,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 2.0408163265306127]",0.05,400.0,1.8947269916534424,40.76057434082031,24.503864288330078,397.5023193359375,True
1940,0.7,1.5,0.42,0.7,2.7777777777777772,4.591836734693879,0.7,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 2.0408163265306127]",0.06999999999999999,400.0,2.115821361541748,44.518341064453125,24.880615234375,397.3052673339844,True
1941,0.7,1.5,0.42,0.7,2.7777777777777772,4.591836734693879,0.9,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 2.0408163265306127]",0.09000000000000001,45.20000076293945,2.27724289894104,47.36164855957031,25.13949203491211,42.359962463378906,False
1942,0.7,1.5,0.42,0.7,2.7777777777777772,4.591836734693879,1.1,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 2.0408163265306127]",0.11000000000000001,45.16999816894531,2.400332450866699,49.576316833496094,25.32322883605957,42.21860885620117,False
1943,0.7,1.5,0.42,0.7,2.7777777777777772,4.591836734693879,1.3,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 2.0408163265306127]",0.13,9.3100004196167,2.497170925140381,51.30245590209961,25.456445693969727,6.271672248840332,False
1944,0.7,1.5,0.42,0.7,2.7777777777777772,4.591836734693879,1.5,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 2.0408163265306127]",0.15000000000000002,9.300000190734863,2.5761144161224365,52.69879150390625,25.554195404052734,6.191340923309326,False
1945,0.7,1.5,0.42,0.7,2.7777777777777772,4.591836734693879,1.8,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 2.0408163265306127]",0.18000000000000002,9.300000190734863,2.6692662239074707,54.292198181152344,25.6539306640625,6.109905242919922,False
1946,0.7,1.5,0.42,1.0,2.7777777777777772,2.25,0.5,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 1.0]",0.05,400.0,1.9652297496795654,42.73810577392578,24.784950256347656,397.4190673828125,True
1947,0.7,1.5,0.42,1.0,2.7777777777777772,2.25,0.7,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 1.0]",0.06999999999999999,79.2300033569336,2.184631824493408,46.12397003173828,25.157222747802734,76.46049499511719,False
1948,0.7,1.5,0.42,1.0,2.7777777777777772,2.25,0.9,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 1.0]",0.09000000000000001,45.16999816894531,2.345205307006836,48.75299835205078,25.40627098083496,42.26014709472656,False
1949,0.7,1.5,0.42,1.0,2.7777777777777772,2.25,1.1,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 1.0]",0.11000000000000001,9.289999961853027,2.466052770614624,50.920310974121094,25.578170776367188,6.2712225914001465,False
1950,0.7,1.5,0.42,1.0,2.7777777777777772,2.25,1.3,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 1.0]",0.13,9.289999961853027,2.561087131500244,52.589752197265625,25.699357986450195,6.186680793762207,False
1951,0.7,1.5,0.42,1.0,2.7777777777777772,2.25,1.5,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 1.0]",0.15000000000000002,9.279999732971191,2.636939287185669,53.929691314697266,25.78398323059082,6.109416961669922,False
1952,0.7,1.5,0.42,1.0,2.7777777777777772,2.25,1.8,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 1.0]",0.18000000000000002,9.289999961853027,2.7266526222229004,55.439449310302734,25.865955352783203,6.041906356811523,False
1953,0.7,1.5,0.42,1.4,2.7777777777777772,1.1479591836734697,0.5,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 0.5102040816326532]",0.05,400.0,2.009316921234131,43.907989501953125,24.93216323852539,397.36920166015625,True
1954,0.7,1.5,0.42,1.4,2.7777777777777772,1.1479591836734697,0.7,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 0.5102040816326532]",0.06999999999999999,67.70999908447266,2.218808889389038,46.924644470214844,25.30021095275879,64.9030990600586,False
1955,0.7,1.5,0.42,1.4,2.7777777777777772,1.1479591836734697,0.9,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 0.5102040816326532]",0.09000000000000001,9.289999961853027,2.3789782524108887,49.45320129394531,25.5432186126709,6.345149993896484,False
1956,0.7,1.5,0.42,1.4,2.7777777777777772,1.1479591836734697,1.1,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 0.5102040816326532]",0.11000000000000001,9.279999732971191,2.4986493587493896,51.58576202392578,25.708097457885742,6.227716445922852,False
1957,0.7,1.5,0.42,1.4,2.7777777777777772,1.1479591836734697,1.3,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 0.5102040816326532]",0.13,9.279999732971191,2.5927350521087646,53.2254638671875,25.821674346923828,6.144472599029541,False
1958,0.7,1.5,0.42,1.4,2.7777777777777772,1.1479591836734697,1.5,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 0.5102040816326532]",0.15000000000000002,9.279999732971191,2.6669673919677734,54.5362548828125,25.899293899536133,6.078812122344971,False
1959,0.7,1.5,0.42,1.4,2.7777777777777772,1.1479591836734697,1.8,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 0.5102040816326532]",0.18000000000000002,7.820000171661377,2.7548906803131104,56.002960205078125,25.971590042114258,4.54334831237793,False
1960,0.7,1.5,0.42,2.0,2.7777777777777772,0.5625,0.5,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 0.25]",0.05,400.0,2.0348551273345947,44.56243133544922,25.01472282409668,397.3409118652344,True
1961,0.7,1.5,0.42,2.0,2.7777777777777772,0.5625,0.7,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 0.25]",0.06999999999999999,45.18000030517578,2.2374424934387207,47.501808166503906,25.3800048828125,42.34984588623047,False
1962,0.7,1.5,0.42,2.0,2.7777777777777772,0.5625,0.9,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 0.25]",0.09000000000000001,9.279999732971191,2.397409200668335,49.87230682373047,25.619150161743164,6.315274238586426,False
1963,0.7,1.5,0.42,2.0,2.7777777777777772,0.5625,1.1,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 0.25]",0.11000000000000001,9.279999732971191,2.516425848007202,51.94828796386719,25.77968406677246,6.209430694580078,False
1964,0.7,1.5,0.42,2.0,2.7777777777777772,0.5625,1.3,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 0.25]",0.13,9.270000457763672,2.6099843978881836,53.57140350341797,25.88904571533203,6.116909027099609,False
1965,0.7,1.5,0.42,2.0,2.7777777777777772,0.5625,1.5,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 0.25]",0.15000000000000002,9.279999732971191,2.683306932449341,54.86600875854492,25.962472915649414,6.062151908874512,False
1966,0.7,1.5,0.42,2.0,2.7777777777777772,0.5625,1.8,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 0.25]",0.18000000000000002,7.809999942779541,2.770228385925293,56.30880355834961,26.029430389404297,4.517827033996582,False
1967,0.7,1.5,0.42,2.8,2.7777777777777772,0.28698979591836743,0.5,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 0.1275510204081633]",0.05,400.0,2.047145128250122,44.87879943847656,25.054723739624023,397.32720947265625,True
1968,0.7,1.5,0.42,2.8,2.7777777777777772,0.28698979591836743,0.7,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 0.1275510204081633]",0.06999999999999999,9.300000190734863,2.246323823928833,47.793434143066406,25.4184627532959,6.458415508270264,False
1969,0.7,1.5,0.42,2.8,2.7777777777777772,0.28698979591836743,0.9,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 0.1275510204081633]",0.09000000000000001,9.279999732971191,2.406201124191284,50.07238006591797,25.655628204345703,6.305783271789551,False
1970,0.7,1.5,0.42,2.8,2.7777777777777772,0.28698979591836743,1.1,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 0.1275510204081633]",0.11000000000000001,9.270000457763672,2.5249035358428955,52.12109375,25.814001083374023,6.190706253051758,False
1971,0.7,1.5,0.42,2.8,2.7777777777777772,0.28698979591836743,1.3,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 0.1275510204081633]",0.13,9.270000457763672,2.618208408355713,53.7362060546875,25.921199798583984,6.108536243438721,False
1972,0.7,1.5,0.42,2.8,2.7777777777777772,0.28698979591836743,1.5,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 0.1275510204081633]",0.15000000000000002,9.270000457763672,2.691091299057007,55.023033142089844,25.992637634277344,6.044215202331543,False
1973,0.7,1.5,0.42,2.8,2.7777777777777772,0.28698979591836743,1.8,"[2.0408163265306127, 0.4444444444444444, 5.6689342403628125, 0.1275510204081633]",0.18000000000000002,7.809999942779541,2.7775323390960693,56.45431900024414,26.05707550048828,4.510435104370117,False
1974,0.7,1.5,0.5,0.5,1.9599999999999995,9.0,0.5,"[2.0408163265306127, 0.4444444444444444, 4.0, 4.0]",0.05,400.0,1.79067063331604,38.135894775390625,24.083452224731445,397.61944580078125,True
1975,0.7,1.5,0.5,0.5,1.9599999999999995,9.0,0.7,"[2.0408163265306127, 0.4444444444444444, 4.0, 4.0]",0.06999999999999999,400.0,2.008047580718994,42.07318878173828,24.45653533935547,397.4208068847656,True
1976,0.7,1.5,0.5,0.5,1.9599999999999995,9.0,0.9,"[2.0408163265306127, 0.4444444444444444, 4.0, 4.0]",0.09000000000000001,267.5199890136719,2.1687166690826416,45.11610412597656,24.724843978881836,264.79156494140625,False
1977,0.7,1.5,0.5,0.5,1.9599999999999995,9.0,1.1,"[2.0408163265306127, 0.4444444444444444, 4.0, 4.0]",0.11000000000000001,67.69999694824219,2.2948157787323,47.397491455078125,24.922744750976562,64.8569564819336,False
1978,0.7,1.5,0.5,0.5,1.9599999999999995,9.0,1.3,"[2.0408163265306127, 0.4444444444444444, 4.0, 4.0]",0.13,45.18000030517578,2.3943896293640137,49.205169677734375,25.07175636291504,42.246551513671875,False
1979,0.7,1.5,0.5,0.5,1.9599999999999995,9.0,1.5,"[2.0408163265306127, 0.4444444444444444, 4.0, 4.0]",0.15000000000000002,45.16999816894531,2.4774277210235596,50.68324661254883,25.18560028076172,42.162052154541016,False
1980,0.7,1.5,0.5,0.5,1.9599999999999995,9.0,1.8,"[2.0408163265306127, 0.4444444444444444, 4.0, 4.0]",0.18000000000000002,10.279999732971191,2.5756123065948486,52.453948974609375,25.309526443481445,7.183828353881836,False
1981,0.7,1.5,0.5,0.7,1.9599999999999995,4.591836734693879,0.5,"[2.0408163265306127, 0.4444444444444444, 4.0, 2.0408163265306127]",0.05,400.0,1.9028680324554443,40.91178894042969,24.524477005004883,397.49456787109375,True
1982,0.7,1.5,0.5,0.7,1.9599999999999995,4.591836734693879,0.7,"[2.0408163265306127, 0.4444444444444444, 4.0, 2.0408163265306127]",0.06999999999999999,400.0,2.123931646347046,44.66787338256836,24.901796340942383,397.2976379394531,True
1983,0.7,1.5,0.5,0.7,1.9599999999999995,4.591836734693879,0.9,"[2.0408163265306127, 0.4444444444444444, 4.0, 2.0408163265306127]",0.09000000000000001,45.189998626708984,2.2851016521453857,47.50720977783203,25.16034698486328,42.342491149902344,False
1984,0.7,1.5,0.5,0.7,1.9599999999999995,4.591836734693879,1.1,"[2.0408163265306127, 0.4444444444444444, 4.0, 2.0408163265306127]",0.11000000000000001,45.16999816894531,2.4078731536865234,49.714176177978516,25.34314727783203,42.211483001708984,False
1985,0.7,1.5,0.5,0.7,1.9599999999999995,4.591836734693879,1.3,"[2.0408163265306127, 0.4444444444444444, 4.0, 2.0408163265306127]",0.13,9.3100004196167,2.5042927265167236,51.43476486206055,25.475419998168945,6.264895915985107,False
1986,0.7,1.5,0.5,0.7,1.9599999999999995,4.591836734693879,1.5,"[2.0408163265306127, 0.4444444444444444, 4.0, 2.0408163265306127]",0.15000000000000002,9.300000190734863,2.5829172134399414,52.82317352294922,25.57217788696289,6.18491268157959,False
1987,0.7,1.5,0.5,0.7,1.9599999999999995,4.591836734693879,1.8,"[2.0408163265306127, 0.4444444444444444, 4.0, 2.0408163265306127]",0.18000000000000002,9.300000190734863,2.6754910945892334,54.40542221069336,25.670198440551758,6.104040145874023,False
1988,0.7,1.5,0.5,1.0,1.9599999999999995,2.25,0.5,"[2.0408163265306127, 0.4444444444444444, 4.0, 1.0]",0.05,400.0,1.9747165441513062,42.92347717285156,24.80912971496582,397.409912109375,True
1989,0.7,1.5,0.5,1.0,1.9599999999999995,2.25,0.7,"[2.0408163265306127, 0.4444444444444444, 4.0, 1.0]",0.06999999999999999,79.2300033569336,2.1936755180358887,46.29123306274414,25.18182945251465,76.4518814086914,False
1990,0.7,1.5,0.5,1.0,1.9599999999999995,2.25,0.9,"[2.0408163265306127, 0.4444444444444444, 4.0, 1.0]",0.09000000000000001,9.3100004196167,2.3538949489593506,48.913448333740234,25.430261611938477,6.391875743865967,False
1991,0.7,1.5,0.5,1.0,1.9599999999999995,2.25,1.1,"[2.0408163265306127, 0.4444444444444444, 4.0, 1.0]",0.11000000000000001,9.289999961853027,2.474321126937866,51.071380615234375,25.600927352905273,6.263383865356445,False
1992,0.7,1.5,0.5,1.0,1.9599999999999995,2.25,1.3,"[2.0408163265306127, 0.4444444444444444, 4.0, 1.0]",0.13,9.289999961853027,2.568847894668579,52.73370361328125,25.720531463623047,6.179286003112793,False
1993,0.7,1.5,0.5,1.0,1.9599999999999995,2.25,1.5,"[2.0408163265306127, 0.4444444444444444, 4.0, 1.0]",0.15000000000000002,9.279999732971191,2.644306182861328,54.06434631347656,25.803874969482422,6.102443695068359,False
1994,0.7,1.5,0.5,1.0,1.9599999999999995,2.25,1.8,"[2.0408163265306127, 0.4444444444444444, 4.0, 1.0]",0.18000000000000002,9.279999732971191,2.7333455085754395,55.561222076416016,25.883888244628906,6.0255866050720215,False
1995,0.7,1.5,0.5,1.4,1.9599999999999995,1.1479591836734697,0.5,"[2.0408163265306127, 0.4444444444444444, 4.0, 0.5102040816326532]",0.05,400.0,2.0195841789245605,44.10881805419922,24.958377838134766,397.3592834472656,True
1996,0.7,1.5,0.5,1.4,1.9599999999999995,1.1479591836734697,0.7,"[2.0408163265306127, 0.4444444444444444, 4.0, 0.5102040816326532]",0.06999999999999999,45.189998626708984,2.2283430099487305,47.10123062133789,25.326635360717773,42.37400436401367,False
1997,0.7,1.5,0.5,1.4,1.9599999999999995,1.1479591836734697,0.9,"[2.0408163265306127, 0.4444444444444444, 4.0, 0.5102040816326532]",0.09000000000000001,9.289999961853027,2.3881032466888428,49.61867141723633,25.568737030029297,6.336512565612793,False
1998,0.7,1.5,0.5,1.4,1.9599999999999995,1.1479591836734697,1.1,"[2.0408163265306127, 0.4444444444444444, 4.0, 0.5102040816326532]",0.11000000000000001,9.279999732971191,2.5072989463806152,51.743709564208984,25.732107162475586,6.219512939453125,False
1999,0.7,1.5,0.5,1.4,1.9599999999999995,1.1479591836734697,1.3,"[2.0408163265306127, 0.4444444444444444, 4.0, 0.5102040816326532]",0.13,9.279999732971191,2.600831985473633,53.37543487548828,25.844377517700195,6.136743545532227,False
2000,0.7,1.5,0.5,1.4,1.9599999999999995,1.1479591836734697,1.5,"[2.0408163265306127, 0.4444444444444444, 4.0, 0.5102040816326532]",0.15000000000000002,9.279999732971191,2.6746230125427246,54.676185607910156,25.920196533203125,6.071557998657227,False
2001,0.7,1.5,0.5,1.4,1.9599999999999995,1.1479591836734697,1.8,"[2.0408163265306127, 0.4444444444444444, 4.0, 0.5102040816326532]",0.18000000000000002,7.820000171661377,2.76182222366333,56.12907791137695,25.99047088623047,4.536793231964111,False
2002,0.7,1.5,0.5,2.0,1.9599999999999995,0.5625,0.5,"[2.0408163265306127, 0.4444444444444444, 4.0, 0.25]",0.05,400.0,2.0455265045166016,44.77219772338867,25.042043685913086,397.3305358886719,True
2003,0.7,1.5,0.5,2.0,1.9599999999999995,0.5625,0.7,"[2.0408163265306127, 0.4444444444444444, 4.0, 0.25]",0.06999999999999999,45.18000030517578,2.2472503185272217,47.69309997558594,25.40765380859375,42.34028244018555,False
2004,0.7,1.5,0.5,2.0,1.9599999999999995,0.5625,0.9,"[2.0408163265306127, 0.4444444444444444, 4.0, 0.25]",0.09000000000000001,9.279999732971191,2.4067788124084473,50.042442321777344,25.64573860168457,6.306389808654785,False
2005,0.7,1.5,0.5,2.0,1.9599999999999995,0.5625,1.1,"[2.0408163265306127, 0.4444444444444444, 4.0, 0.25]",0.11000000000000001,9.270000457763672,2.5252857208251953,52.110084533691406,25.804664611816406,6.19101619720459,False
2006,0.7,1.5,0.5,2.0,1.9599999999999995,0.5625,1.3,"[2.0408163265306127, 0.4444444444444444, 4.0, 0.25]",0.13,9.270000457763672,2.618267297744751,53.7247200012207,25.912153244018555,6.109007835388184,False
2007,0.7,1.5,0.5,2.0,1.9599999999999995,0.5625,1.5,"[2.0408163265306127, 0.4444444444444444, 4.0, 0.25]",0.15000000000000002,9.270000457763672,2.6911234855651855,55.008872985839844,25.98423957824707,6.044734001159668,False
2008,0.7,1.5,0.5,2.0,1.9599999999999995,0.5625,1.8,"[2.0408163265306127, 0.4444444444444444, 4.0, 0.25]",0.18000000000000002,7.809999942779541,2.777294635772705,56.437339782714844,26.04889678955078,4.511138439178467,False
2009,0.7,1.5,0.5,2.8,1.9599999999999995,0.28698979591836743,0.5,"[2.0408163265306127, 0.4444444444444444, 4.0, 0.1275510204081633]",0.05,209.0800018310547,2.058013916015625,45.09297180175781,25.082807540893555,206.3966522216797,False
2010,0.7,1.5,0.5,2.8,1.9599999999999995,0.28698979591836743,0.7,"[2.0408163265306127, 0.4444444444444444, 4.0, 0.1275510204081633]",0.06999999999999999,9.289999961853027,2.2562649250030518,47.9882926940918,25.44667625427246,6.438701152801514,False
2011,0.7,1.5,0.5,2.8,1.9599999999999995,0.28698979591836743,0.9,"[2.0408163265306127, 0.4444444444444444, 4.0, 0.1275510204081633]",0.09000000000000001,9.279999732971191,2.4156880378723145,50.2447624206543,25.682653427124023,6.296781063079834,False
